Date;Type;Country;Injury
26-Jun-2015;Unprovoked;USA;Puncture wounds to foot
Reported 25-Jun-2015;Provoked;AUSTRALIA;Minor lacerations to forearm when he grabbed shark by its tail     PROVOKED INCIDENT
25-Jun-2015;Unprovoked;USA;Multiple lacerations to back
24-Jun-2015;Unprovoked;USA;Minor injury to foot
24-Jun-2015;Invalid;AUSTRALIA;Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force
23-Jun-2015;Unprovoked;USA;Minor injury to calf 
19-Jun-2015;Unprovoked;PUERTO RICO;Injury to hand
17-Jun-2015;Unprovoked;USA;Minor injury to calf 
14-Jun-2015;Unprovoked;USA;Arm amputated below shoulder
14-Jun-2015;Unprovoked;USA;Left arm amputated at elbow & severe injury to leg
13-Jun-2015;Unprovoked;USA;Severe laceration to leg
11-Jun-2015;Unprovoked;USA;Minor lacerations to foot
07-Jun-2015;Unprovoked;USA;Lacerations to right calf
05-Jun-2015;Unprovoked;USA;Puncture wound to finger
01-Jun-2015;Unprovoked;REUNION;Left forearm bitten
29-May-2015;Unprovoked;USA;Left foot bitten
29-May-2015;Unprovoked;USA;Minor lacerations to dorsum of right foot
25-May-2015;Unprovoked;FRENCH POLYNESIA;Lacerations to right forearm
24-May-2015;Unprovoked;USA;Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to Achilles tendon
20-May2015;Unprovoked;USA;2 puncture wounds to  dorsum of left foot
15-May-2015;Unprovoked;USA;Laceration to foot 
09-May-2015;Unprovoked;NEW CALEDONIA;FATAL
07-May-2015;Unprovoked;USA;Lacerations to lower left leg, ankle & foot
03-May-2015;Unprovoked;AUSTRALIA;Injuries to left arm & right hand
02-May-2015;Unprovoked;SOUTH AFRICA;Injuries to leg, left arm & both hands
29-Apr-2015;Unprovoked;USA;FATAL
26-Apr-2015;Unprovoked;USA;Lacerations to left calf
25-Apr-2015;Unprovoked;AUSTRALIA;Leg severed at mid-thigh
24-Jun-2015;Unprovoked;AUSTRALIA;No injury, knocked off ski
13-Apr-2015;Unprovoked;USA;Lacerations to shoulder and left bicep
12-Apr-2015;Unprovoked;REUNION;FATAL
11-Apr-2015;Unprovoked;AUSTRALIA;Ankle injured
03-Apr-2015;Unprovoked;USA;Injuries to head & torso
29-Mar-2015;Invalid;ITALY;FATAL, but shark involvement prior to death unconfirmed
31-Mar-2015;Invalid;BRAZIL;"Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite"
26-Mar-2015;Boating;SOUTH AFRICA;No injury but kayak bitten
21-Mar-2015;Unprovoked;EGYPT;FATAL
18-Mar-2015;Unprovoked;USA;Lacerations to left forearm. Lacerations to left hand and thigh
16-Mar-2015;Unprovoked;FRENCH POLYNESIA;Hand bitten
11-Mar-2015;Boating;AUSTRALIA;Bruised in falling overboard as shark bumped boat
10-Mar-2015;Provoked;MEXICO;Right hand bitten by hooked shark PROVOKED INCIDENT
07-Mar-2015;Unprovoked;FRENCH POLYNESIA;Thigh bitten
15-Feb-2015;Boating;ATLANTIC OCEAN;No injury, shark bit rudder
14-Feb-2015;Unprovoked;REUNION;FATAL
09-Feb-2015;Unprovoked;AUSTRALIA;FATAL
08-Feb-2015;Unprovoked;AUSTRALIA;Laceration & puncture wounds to right flank & hip
05-Feb-2015;Unprovoked;AUSTRALIA;5 minor puncture wounds to lower left leg
30-Jan-2015;Boating;AUSTRALIA;No injury, shark's teeth scratched hull
27-Jan-2015;Provoked;USA;Lacerations to calf by hooked shark PROVOKED INCIDENT
24-Jan-2015;Unprovoked;AUSTRALIA;No injury, surfboard dented
23-Jan-2015;Unprovoked;SOUTH AFRICA;Foot bitten
19-Jan-2015;Boating;USA;No injury but shark bit trolling motor & rammed boat
19-Jan-2015;Invalid;AUSTRALIA;Board snapped in two
17-Jan-2015;Boating;AUSTRALIA;Shark bumped boat, no injury to occupants
16-Jan-2015;Unprovoked;AUSTRALIA;Bitten on hand & wrist
08-Jan-2015;Invalid;USA;During his 16-hour swim to shore, he was circled by a shark but it did not injure him
06-Jan-2015;Unprovoked;BAHAMAS;Severe bite to right flank
03-Jan-2015;Unprovoked;SOUTH AFRICA;Lacerations to lower left leg, puncture wounds to sole of left foot
01-Jan-2015;Unprovoked;USA;Leg bitten
29-Dec-2014;Unprovoked;AUSTRALIA;Lacerations to both feet
29-Dec-2014;Unprovoked;AUSTRALIA;FATAL
28-Dec-2014;Sea Disaster;GREECE;Of 9 bodies recovered, one was bitten by a shark
28-Dec-2014;Invalid;SOUTH AFRICA;Minor cuts on feet
28-Dec-2014;Unprovoked;USA;Injury to hip/leg
28-Dec-2014;Provoked;AUSTRALIA;Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT
Reported 23-Dec-2014;Unprovoked;JAPAN;No injury, shark snagged its teeth in diver's suit
15-Dec-2014;Unprovoked;AUSTRALIA;FATAL
Reported 03-Dec-2014;Provoked;SPAIN;Glancing bite to wrist from netted shark PROVOKED INCIDENT
29-Nov-2014;Unprovoked;AUSTRALIA;Minor injuries to right leg
20-Nov-2014;Provoked;MAURITIUS;FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT
19-Nov-2014;Boating;AUSTRALIA;Shark chasing fish bumped boat, no injury to occupants
Reported 17-Nov-2014;Boating;USA;Shark bumped boat, no injury to occupants
16-Nov-2014;Unprovoked;USA;Laceration to left hand
13-Nov-2014;Unprovoked;USA;Laceration to left upper leg
10-Nov-2014;Unprovoked;AUSTRALIA;Minor injury to lower leg and foot
08-Nov-2014;Unprovoked;USA;Minor injuries to hand & arm 
31-Oct-2014;Unprovoked;USA;Lacerations to fingers
29-Oct-2014;Provoked;AUSTRALIA;Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT
22-Oct-2014;Unprovoked;USA;No injury, paddleboard bitten
20-Oct-2014;Unprovoked;USA;No injury, paddleboard bitten
19-Oct-2014;Boating;USA;No injury to occupant, canoe bitten
18-Oct-2014;Unprovoked;USA;No injury, surfboard bitten
17-Oct-2014;Unprovoked;AUSTRALIA;Lacerations to left calf & ankle, puncture wounds to left foot
14-Oct-2014;Unprovoked;USA;Lacerations to left foot
12-Oct-2014;Unprovoked;USA;Laceration to right hand/wrist
11-Oct-2014;Boating;AUSTRALIA;Kayak deflated, no injury to occupants
05-Oct-2014;Unprovoked;USA;Foot bitten
07-Oct-2014;Unprovoked;USA;Thigh bitten
05-Oct-2014;Unprovoked;USA;Foot bitten
03-Oct-2014;Boating;USA;No injury to occupant, shark/s holded  kayak
03-Oct-2014;Boating;USA;No injury to occupant, shark/s holded  kayak
02-Oct-2014;Unprovoked;USA;Lacerations to knee
02-Oct-2014;Unprovoked;AUSTRALIA;Left arm & right hand severed, lacerations to both legs
21-Sep-2014;Unprovoked;USA;Minor injury to left foot
Reported 12-Sep-2014;Unprovoked;FRENCH POLYNESIA;Thumb & finger nipped
13-Sep-2014;Invalid;USA;A hoax, no shark involvement
09-Sep-2014;Unprovoked;AUSTRALIA;FATAL
06-Sep-2014;Unprovoked;USA;Leg bitten
03-Sep-2014;Boating;USA;No injury, shark bit kayak
02-Sep-2014;Provoked;USA;Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT
Sep-2014;Unprovoked;SPAIN;Lacerations to right hand
31-Aug-2014;Unprovoked;USA;Injury to left calf
29-Aug-2014;Unprovoked;USA;Lacerations to shin
29-Aug-2014;Invalid;USA;Shark involvement not confirmed
28-Aug-2014;Provoked;USA;Lacerations to foot by hooked shark PROVOKED INCIDENT
27-Aug-2014;Unprovoked;SPAIN;Minor lacerations to posterior lower leg
27-Aug-2014;Unprovoked;USA;Laceration to left hand
27-Aug-2014;Unprovoked;USA;Heel bitten
Reported 25-Aug-2014;Provoked;USA;Lacerations to forearm from hooked shark PROVOKED INCIDENT
24-Aug-2014;Unprovoked;USA;Laceration to left foot
16-Aug-2014;Unprovoked;AUSTRALIA;Lacerations to face and neck
12-Aug-2014;Unprovoked;USA;Puncture wounds and lacerations to left thigh and knee
10-Aug-2014;Unprovoked;USA;Puncture wounds & lacerations to foot
09-Aug-2014;Unprovoked;BAHAMAS;Puncture wounds to right foot and ankle
09-Aug-2014;Unprovoked;USA;Puncture wounds to right foot & ankle
08-Aug-2014;Unprovoked;USA;Minor lacerations to left heel and big toe
06-Aug-2014;Unprovoked;USA;Lacerations to right leg & foot
05-Aug-2014;Unprovoked;USA;Lacerations to  foot
02-Aug-2014;Unprovoked;USA;Foot bitten
02-Aug-2014;Unprovoked;USA;Laceration to ankle
01-Aug-2014;Unprovoked;SOUTH AFRICA;Lower limbs & thigh bitten
27-Jul-2014;Unprovoked;USA;Left foot bitten
22-Jul-2014;Unprovoked;REUNION;Lacerations to right wrist & calf
21-Jul-2014;Unprovoked;USA;Lacerations to right knee
20-Jul-2014;Unprovoked;SPAIN;Minor injury
16-Jul-2014;Unprovoked;USA;Lacerations to left foot
14-Jul-2014;Unprovoked;USA;Puncture wounds to foot
13-Jul-2014;Invalid;BAHAMAS;Missing after a dive, shark involvement considered probable, but not confirmed
12-Jul-2014;Unprovoked;USA;Lacerations to hand and wrist
9-Jul-2014;Unprovoked;USA;Lacerations to foot
5-Jul-2014;Provoked;USA;PROVOKED INCIDENT Torso bitten by shark hooked by an angler
5-Jul-2014;Unprovoked;USA;No injury, surboard bitten
3-Jul-2014;Unprovoked;USA;Right hand bitten
Reported 27-Jun-2014;Boat;ST. MARTIN;His boat was holed by a shark
25-Jun-2014;Unprovoked;BAHAMAS;No injury but shark took his pole spear
18-Jun-2014;Unprovoked;AUSTRALIA;No injury, surfboard 'attacked'
18-Jun-2014;Unprovoked;AUSTRALIA;Lacerations to knee
Reported 17-Jun-2014;Provoked;AUSTRALIA;Lacerations to right hand by captive shark PROVOKED INCIDENT
09-Jun-2014;Unprovoked;BRAZIL;Severe injury to arm
09-Jun-2014;Unprovoked;USA;Abrasion to right hand, lacerations to left forearm
09-Jun-2014;Unprovoked;AUSTRALIA;Minor injury to torso
08-Jun-2014;Unprovoked;JAPAN;Left arm bitten
07-Jun-2014;Unprovoked;USA;Shallow lacerations & puncture wounds below shoulder
01-Jun-2014;Unprovoked;USA;Laceration to right lower leg
01-Jun-2014;Unprovoked;AUSTRALIA;Lacerations & puncture wounds to ankle and foot
01-Jun-2014;Unprovoked;USA;Laceration to left hand
24-May-2014;Unprovoked;AUSTRALIA;Lacerations to legs
23-May-2014;Unprovoked;FRANCE;Lacerations to left thigh and hip
22-May-2014;Provoked;AUSTRALIA;Cut to tip of finger by a captive shark PROVOKED INCIDENT
15-May-2014;Unprovoked;USA;Calf bitten
14-May-2014;Unprovoked;AUSTRALIA;No injury, but surfboard severely damaged
13-May2014;Unprovoked;USA;Lacerations and puncture wounds to right foot
11-May-2014;Unprovoked;USA;Puncture wounds to right thigh
Reported 10-May-2014;Invalid;USA;No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear
06-May-2014;Unprovoked;USA;Lacerations to left foot
04-May-2014;Unprovoked;SOUTH AFRICA;4-inch laceration to arm
01-May-2014;Unprovoked;USA;Laceration to right hand and cuts on fingertips
24-Apr-2014;Unprovoked;AUSTRALIA;Minor injury
22-Apr-2014;Unprovoked;USA;Laceration & puncture wounds to right foot
15-Apr-2014;Unprovoked;USA;Minor lacerations to left foot
Reported 12-Apr-2014;Boat;SOUTH AFRICA;No injury to occupants, shark bit pontoon
12-Apr-2014;Provoked;SOUTH AFRICA;Lacerations to leg & hand by hooked shark PROVOKED INCIDENT
04-Apr-2014;Unprovoked;USA;Minor puncture wounds to lower left leg
04-Apr-2014;Unprovoked;USA;Lacerations to foot
03-Apr-2014;Unprovoked;AUSTRALIA;FATAL
29-Mar-2014;Invalid;AUSTRALIA;Shark bites may have been post mortem
22-Mar-2014;Unprovoked;SOUTH AFRICA;FATAL
22-Mar-2014;Unprovoked;USA;Lacerations to left forearm
21-Mar-2014;Unprovoked;USA;Lacerations to toes and heel of right foot
18-Mar-2014;Unprovoked;NEW CALEDONIA;Lacerations to calf
18-Mar-2014;Unprovoked;AUSTRALIA;"Shark leapt onto surfboard; surfer uninjured "
18-Mar-2014;Invalid;AUSTRALIA;Injuries to wrist/hand by a mackerel, not a shark
12-Mar-2014;Unprovoked;AUSTRALIA;Minor lacerations to foot
13-Mar-2014;Invalid;CAYMAN ISLANDS;Caribbean reef shark buzzed him. No injury, no attack. 
02-Mar-2014;Unprovoked;USA;Lacerations to toes
20-Feb-2014;Unprovoked;FRENCH POLYNESIA;Lacerations to lower leg
Reported 17-Feb-2014;Boating;PAPUA NEW GUINEA;No injury to occupants, hull bitten
08-Feb-2014;Unprovoked;AUSTRALIA;FATAL
07-Feb-2014;Provoked;TRINIDAD & TOBAGO;Possibly a PROVOKED INCIDENT
07-Feb-2014;Unprovoked;NEW ZEALAND;Lacerations to leg
26-Jan-2014;Provoked;AUSTRALIA;Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT
25-Jan-2014;Unprovoked;NEW ZEALAND;Minor injury to left lower leg & heel
04-Jan-2014;Sea Disaster;JAPAN;5 cm bite to left foot
2014;Unprovoked;USA;"""Minor laceration to shoulder"""
2014;Boating;NEW ZEALAND;No injury to occupants, shark nudged and bit boat
25-Dec-2013;Unprovoked;NEW CALEDONIA;Leg bitten
16-Dec-2013;Unprovoked;SOUTH AFRICA;Injuries to left thigh
13-Dec-2013;Unprovoked;KIRIBATI;Severe injury to arm
11-Dec-2013;Unprovoked;USA;Lacerations to right hand & knee
10-Dec-2013;Unprovoked;USA;Right foot bitten
05-Dec-2013;Unprovoked;AUSTRALIA;Puncture wounds to hand, laceration to leg
02-Dec-2013;Unprovoked;USA;FATAL
30-Nov-2013;Unprovoked;AUSTRALIA;FATAL
29-Nov2013;Unprovoked;USA;Right calf bitten
23-Nov-2013;Unprovoked;AUSTRALIA;FATAL
22-Nov-2013;Unprovoked;USA;No injury, board bitten
12-Nov-2013;Unprovoked;AUSTRALIA;No injury, board bumped by shark
10-Nov-2013;Provoked;BAHAMAS;Injuries to arm & leg by hooked shark   PROVOKED INCIDENT
07-Nov-2013;Unprovoked;USA;No injury, swim fin bitten
07-Nov-2013;Unprovoked;USA;Foot bitten
31-Oct-2013;Unprovoked;USA;Severe bite to right calf & anklel
28-Oct-2013;Unprovoked;AUSTRALIA;Lacerations to right arm
26-Oct-2013;Unprovoked;REUNION;Right leg severed
26-Oct-2013;Unprovoked;AUSTRALIA;No injury, swim fin shredded
24-Oct-2013;Unprovoked;AUSTRALIA;Injuries to right foot
23-Oct-2013;Unprovoked;USA;"3"" laceration to left hip"
20-Oct-2013;Unprovoked;USA;No injury, shark bit surfboard
19-Oct-2013;Unprovoked;USA;Bitten on left calf & foot
11-Oct-2013;Unprovoked;SOUTH AFRICA;FATAL
08-Oct-2013;Unprovoked;AUSTRALIA;Injuries to torso, head and face
06-Oct-2013;Unprovoked;USA;Laceration to thigh
10-Oct-2013;Unprovoked;USA;Lacerations to  right forearm
29-Sep-2013;Unprovoked;USA;Lacerations to hand
29-Sep-2013;Unprovoked;ISRAEL;Hand bitten 
 25-Sep-2013;Unprovoked;USA;Laceration and puncture wounds to ankle
 21-Sep-2013;Unprovoked;USA;Lacerations to right foot
 21-Sep-2013;Unprovoked;USA;Lacerations to left foream
 14-Sep-2013;Unprovoked;USA;Lacerations to right foot
 12-Sep-2013;Unprovoked;USA;Heel bitten
08-Sep-2013;Unprovoked;USA;No details
 07-Sep-2013;Provoked;USA;Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT
 07-Sep-2013;Unprovoked;USA;Minor injury, shin bitten
 02-Sep-2013;Unprovoked;USA;Shoulder bitten
 01-Sep-2013;Provoked;USA;Arm bitten by captive shark PROVOKED INCIDENT
 01-Sep-2013;Unprovoked;BAHAMAS;Leg injured
 01-Sep-2013;Unprovoked;USA;Lacerations to left calf
31-Aug-2013;Unprovoked;BAHAMAS;Lower left leg bitten
31-Aug-2013;Unprovoked;USA;Foot bitten
29-Aug-2013;Invalid;USA;Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish
26-Aug-2013;Provoked;FRANCE;Laceration to right arm from hooked shark  PROVOKED INCIDENT
 25-Aug-2013;Unprovoked;USA;Minor injury to left lower leg & heel
 25-Aug-2013;Unprovoked;AUSTRALIA;Lacerations to left forearm
 18-Aug-2013;Unprovoked;USA;Lacerations to buttocks & thigh
17-Aug-2013;Unprovoked;USA;No injury, shark bumped surfboard
 14-Aug-2013;Unprovoked;USA;FATAL
 13-Aug-2013;Unprovoked;USA;No injury & not on board. Board adrift when bitten by shark
11-Aug-2013;Unprovoked;USA;No injury, shark became entangled in his surfboard leash
Reported 08-Aug-2013;Unprovoked;SOUTH AFRICA;Unknown, but survived
 05-Aug-2013;Unprovoked;USA;Minor injury to foot & shin
  31-Jul-2013;Unprovoked;USA;Lacerations to hand, face and torso
  30-Jul-2013;Unprovoked;USA;Foot bitten
28-Jul-2013;Unprovoked;BAHAMAS;Leg bitten
  29-Jul-2013;Unprovoked;MEXICO;Hip bitten
  29-Jul-2013;Unprovoked;USA;Lower leg bitten
28-Jul-2013;Unprovoked;BAHAMAS;Bitten on left hand
28-Jul-2013;Unprovoked;BAHAMAS;Bitten on rear lower extremities
    22-Jul-2013;Unprovoked;BRAZIL;FATAL
19-Jul-2013;Unprovoked;USA;Lacerations and abrasions to foot and ankle
Reported 17-Jul-2013;Unprovoked;USA;4 cuts to posterior calf
15-Jul-2013;Unprovoked;REUNION;FATAL
14-Jul-2013;Unprovoked;DIEGO GARCIA;FATAL
11-Jul-2013;Unprovoked;USA;Right foot bitten
07-Jul-2013;Invalid;SPAIN;Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement
02-Jul-2013;Unprovoked;AUSTRALIA;No injury, holes in wetsuit 
30-Jun-2013;Unprovoked;TAIWAN;Right thigh bitten
27-Jun-2013;Invalid;JAMAICA;Probable drowning with post-mortem bites
25-Jun-2013;Boating;USA;No injury, kayak scratched
25-Jun-2013;Unprovoked;USA;Lacerations to left foot
25-Jun-2013;Unprovoked;USA;Bitten on lower right leg, reported as a minor injury
18-Jun-2013;Unprovoked;USA;Right thigh & calf bitten
17-Jun-2013;Unprovoked;USA;Left leg & hand bitten
16-Jun-2013;Unprovoked;SOUTH AFRICA;Lacerations to knee
15-Jun-2013;Unprovoked;USA;Lacerations to left ankle
Reported 14-Jun-2013;Unprovoked;USA;Puncture marks to hand
06-Jun-2013;Provoked;USA;Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT
06-Jun-2013;Unprovoked;AUSTRALIA;No injury, board damaged
27-May-2013;Unprovoked;USA;Lacerations to right hand
27-May-2013;Unprovoked;USA;Right foot bitten
23-May-2013;Unprovoked;BRAZIL;FATAL
23-May-2013;Provoked;PALESTINIAN TERRITORIES;Two fingers lost PROVOKED INCIDENT
14-May-2014;Unprovoked;ECUADOR;Superficial injury to left calf
08-May-2013;Invalid;USA;Shark bites were post-mortem
08-May-2013;Unprovoked;REUNION;FATAL
04-May-2013;Unprovoked;USA;Lacerations to left foot and ankle
28-Apr-2013;Provoked;AUSTRALIA;Foot bitten by landed shark PROVOKED INCIDENT
24-Apr-2013;Unprovoked;MEXICO;Avulsion injury  to lower right leg
21-Apr-2013;Unprovoked;AUSTRALIA;Puncture wounds and lacerations to both legs
17-Apr-2013;Unprovoked;USA;Lacerations to right foot
14-Apr-2013;Unprovoked;SOUTH AFRICA;"""Light scratch on hand/wrist area"""
13-Apr-2013;Unprovoked;USA;Minor lacerations to right hand
13-Apr-2013;Unprovoked;GUAM;FATAL
10-Apr-2013;Unprovoked;FRENCH POLYNESIA;Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds
04-Apr-2013;Unprovoked;USA;Lacerations to hand
Reported 02-Apr-2013;Invalid;AUSTRALIA;Disappeared. No evidence that he was taken by a shark
02-Apr-2013;Unprovoked;USA;Right thigh bitten
31-Mar-2013;Invalid;AUSTRALIA;"Never happened; it was a  hoax"
29-Mar-2013;Unprovoked;SEYCHELLES;Lacerations to left foot
Reported 21-Mar-2013;Unprovoked;BELIZE;Toe injured
21-Mar-2013;Unprovoked;BAHAMAS;Left foot bitten
16-Mar-2013;Provoked;SOUTH AFRICA;Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT
16-Mar-2013;Unprovoked;SOUTH AFRICA;No injury, surfboard bitten
12-Mar-2013;Unprovoked;JAMAICA;FATAL
10-Mar-2013;Unprovoked;AUSTRALIA;Laceration to left hand
10-Mar-2013;Unprovoked;PHILIPPINES;Minor leg injuries
03-Mar-2013;Unprovoked;SOUTH AFRICA;Injuries to arms & hands
27-Feb-2013;Unprovoked;NEW ZEALAND;FATAL
21-Feb-2013;Unprovoked;USA;Lacerations to right leg
21-Feb-2013;Unprovoked;USA;No injury, shark bit rail of foam board
10-Feb-2013;Unprovoked;USA;Lacerations to right hand
09-Feb-2013;Unprovoked;FRENCH POLYNESIA;Lacerations to right arm & thigh
01-Feb-2013;Unprovoked;JAMAICA;Knee bitten
26-Jan-2013;Boat;AUSTRALIA;No injury to occupants, shark bit propeller
25-Jan-2013;Unprovoked;AUSTRALIA;Lacerations to neck
Reported 21-Jan-2013;Invalid;AUSTRALIA;No injury, a 3 m blue shark merely snapped at the man.
16-Jan-2013;Unprovoked;USA;Left forearm bitten 
13-Jan-2013;Unprovoked;NEW ZEALAND;Minor cut on finger
05-Jan-2013;Unprovoked;AUSTRALIA;Calf & shin bitten 
31-Dec-2012;Unprovoked;USA;Lower leg or ankle bitten
30-Dec-2012;Unprovoked;AUSTRALIA;No injury, chunk missing from surfboard
28-Dec-2012;Unprovoked;AUSTRALIA;Lacerations to thigh and hand
25-Dec-2012;Unprovoked;SOUTH AFRICA;FATAL
19-Dec-2012;Unprovoked;AUSTRALIA;No injury
05-Dec-2012;Unprovoked;USA;Lacerations to left foot
02-Dec-2012;Unprovoked;AUSTRALIA;Minor puncture wounds to knee
December 2012;Unprovoked;NEW ZEALAND;No injury, shark grabbed hood
30-Nov-2012;Unprovoked;USA;Lacerations to thigh & lower left leg
27-Nov-2012;Invalid;AUSTRALIA;Injury to ankle caused  by a stingray, not a shark
22-Nov-2012;Unprovoked;MEXICO;FATAL
19-Nov-2012;Unprovoked;USA;Minor lacerations to left foot & heel
04-Nov-2012;Unprovoked;USA;Right lower leg and foot bitten
04-Nov-2012;Unprovoked;USA;No injury, surfboard bitten
30-Oct-2012;Unprovoked;USA;Multiple lacerations to torso
27-Oct-2012;Unprovoked;USA;Puncture wounds to thigh, defense wounds  to hand
23-Oct-2012;Unprovoked;USA;FATAL
19-Oct-2012;Unprovoked;USA;Left calf bitten
18-Oct-2012;Unprovoked;USA;Minor bite to ankle
18-Oct-2012;Unprovoked;USA;No injury, board bitten
16-Oct-2012;Invalid;USA;Laceration to toe
Reported 11-Oct-2012;Unprovoked;NIGERIA;Laceration to right leg
10-Oct-2012;Unprovoked;USA;No ijnury to boardrider, shark struck board breaking the mast
